src_text,tgt_text,src_lang,tgt_lang
ايمدى کونکلينکيزکا کيلماسونکم فقير طرف توتوب يالغان آيتلغان بولغاى من و يا اوزومنى غلط تعريف ايتکان بولغاىمن,Think not that your humble author has taken sides and tells lies nor that I am praising myself,chg_Arab,eng_Latn
ﺍﮐﺜﺮ,өте көп,chg_Arab,kaz_Cyrl
ﺍﻖ ﺴﻗﺎﻠﻠﻳﻗﻼﺮ,жасы үлкен сыйлы адамдар.,chg_Arab,kaz_Cyrl
ﺍﻭﺯﺍﺘﺩﻳﻼﺭ,(олар) шығарып салды,chg_Arab,kaz_Cyrl
بيحد,сансыз,chg_Arab,kaz_Cyrl
رنک,түс,chg_Arab,kaz_Cyrl
ﺒﺎﺷﻴﻥ,басын,chg_Arab,kaz_Cyrl
مصلحت,discussion,chg_Arab,eng_Latn
ﺍﻧﺪﺍﻍ,very (very),chg_Arab,eng_Latn
ﺁﻭﭼﻰ,hunter,chg_Arab,eng_Latn
ایستامایمیزمو,Do we not seek it?,chg_Arab,eng_Latn
خاتمت,мөр,chg_Arab,kaz_Cyrl
ﺮﺍﺳﺖ,truth,chg_Arab,eng_Latn
ﺳﻮﻏﻃ,сыйлық,chg_Arab,kaz_Cyrl
ﻘﻴﺰﻨﻰ,қызын,chg_Arab,kaz_Cyrl
بابيدا,жайында,chg_Arab,kaz_Cyrl
ﻗﺭﻏﺎﻭﻝ,қырғауыл,chg_Arab,kaz_Cyrl
ارتەسى محترم وکيل افندى يانکى شهرغە چقيب آندە توقيف ايتلغاني اوچون تونکانلر ايلە يانکيدين سوقوش باشلاندى,"The next day, the respected representative Mr. Abdullatif went to the New City, and there, because of his prior arrest, he began the fight with the Tungans anew.",chg_Arab,eng_Latn
دشمن,дұшпан,chg_Arab,kaz_Cyrl
آرا,аралық,chg_Arab,kaz_Cyrl
ﺍﺷﻬﻞ,көкшіл,chg_Arab,kaz_Cyrl
ﻴﻤﻴﻦ,"қауіпсіз , тыныш",chg_Arab,kaz_Cyrl
ﻗﻤﻳﺸﻨﻴﻧﮏ,reed,chg_Arab,eng_Latn
ﺴﻮﺭﻣﺎﮐﮑﺎ,to collect,chg_Arab,eng_Latn
ﭙﺮﻯ,possessor of magical powers,chg_Arab,eng_Latn
مثل,like,chg_Arab,eng_Latn
مشکل,мүшкіл,chg_Arab,kaz_Cyrl
ﺒﻐﺩﺍﻯ,бидай,chg_Arab,kaz_Cyrl
ﭽﻳﻧﻠﻐﻰ,шын (рас) екендігі,chg_Arab,kaz_Cyrl
يقا,жаға,chg_Arab,kaz_Cyrl
ايچ-,ішу,chg_Arab,kaz_Cyrl
ﺑﺯﻨﻳﻨﮏ,we are,chg_Arab,eng_Latn
عيسى,Иса,chg_Arab,kaz_Cyrl
ﺍﺻﻠﻰ,"only, root, basis",chg_Arab,eng_Latn
ﭘﺭﺴﺕ,worship,chg_Arab,eng_Latn
ﻳﺮﺍﺸﺎﻴﻥ,"Let's be friends, let's come to an agreement.",chg_Arab,eng_Latn
نذر چراغ,шырақ жағу,chg_Arab,kaz_Cyrl
ﺴﮑﺰﻻﻨﭽﻰ,сегізінші,chg_Arab,kaz_Cyrl
ﻣﺎﻞ,мал,chg_Arab,kaz_Cyrl
کوچادە ايماس ميز,Кучада емеспіз,chg_Arab,kaz_Cyrl
حضرت,the Great,chg_Arab,eng_Latn
ﻧﻴﺳﺖ,"құру, жойылу",chg_Arab,kaz_Cyrl
قسى,Қайсы,chg_Arab,kaz_Cyrl
ديمادينکلار,You did not say.,chg_Arab,eng_Latn
ﻛﻮﻦ ﺘﻭﻏﻴﺵ,at sunrise,chg_Arab,eng_Latn
ﺴﻥ,сен,chg_Arab,kaz_Cyrl
ايکينجى,second,chg_Arab,eng_Latn
ﺍﺨﺭﺍﻻﻤﺭ,"in the end, at last",chg_Arab,eng_Latn
ايشاک,donkey,chg_Arab,eng_Latn
باس,to cover,chg_Arab,eng_Latn
مسلمان رسيدە يکين کيب دور,мұсылманша шалбар киіпті,chg_Arab,kaz_Cyrl
ﻴﻮﺮﺍﻜﻴﻨﺪﻴﻥ,жүрек,chg_Arab,kaz_Cyrl
قوم نک توريشى سرو سهى نک کومالاشى برابر کلدى,Құмның тұрысы (деңгейі) тік өскен сері ағашының көмілуімен бірдей келді,chg_Arab,kaz_Cyrl
اوغول,ұл,chg_Arab,kaz_Cyrl
چيق-,шығу,chg_Arab,kaz_Cyrl
چنکزى,descended from Chinggis Khan,chg_Arab,eng_Latn
ايرسە رکابدار باريب ايديکە اى ... لار سيزلارنى تورە جرلايدور ديدى,"Сонда рікәбдар барып айтты: «Ей ... -лар! Сіздерді Төре шақырып жатыр», – деді",chg_Arab,kaz_Cyrl
کاشغرنينک خواجەىسی موسن,Қашқардың қожасысың ба?,chg_Arab,kaz_Cyrl
ﺘﻮﺘﺎﻠﻰ,ұстайық (ұстап алайық),chg_Arab,kaz_Cyrl
ﻴﺎﻮﻻﺮﻣﻥ,enemies,chg_Arab,eng_Latn
ﺁﻴﺘﻭﺮ,"айтатын , айтар",chg_Arab,kaz_Cyrl
اما بعد حضرت امام جعفرى صادق و راهنماى موافق رضى الله عنه آنداغ روايت قيلورلار کيم,"The Great Imam ca'far al-Sadiq, the commensurate guide, related the story that",chg_Arab,eng_Latn
ﻣﻮ,ma? ma? pa,chg_Arab,eng_Latn
مدعّا,Мұрат (себеп),chg_Arab,kaz_Cyrl
ﺁﺴﻤﺎﻧﺩﻳﻦ,аспаннан,chg_Arab,kaz_Cyrl
حضرت حق سبحانە و تعالی غە حضرت داود مناجات قیلدیلار كیم ديديکە,"Хазіреті Хақ Сұбхана уә Тағалаға Хазіреті Дәуіт мінәжат қылдылар кім, деді кі:",chg_Arab,kaz_Cyrl
دوست سيز,friendless,chg_Arab,eng_Latn
ﺧﺭﺝ,"to spend, to spend",chg_Arab,eng_Latn
ﻗﺮﻯ,old,chg_Arab,eng_Latn
معني,мағына,chg_Arab,kaz_Cyrl
ﺁﻠﺗﻤﺶ,алпыс,chg_Arab,kaz_Cyrl
نيلخە,Нилхы,chg_Arab,kaz_Cyrl
بى بى,бибі,chg_Arab,kaz_Cyrl
قيلينغان خط,a written letter,chg_Arab,eng_Latn
اندين,содан кейін,chg_Arab,kaz_Cyrl
بورون,nose,chg_Arab,eng_Latn
ﺁﺘﻐﻮﻻﺩﻯ,will shoot,chg_Arab,eng_Latn
اول مدت دقيانوس جهنم غە باريب نچە پادشاهلار کرديش بولوب,"ол мерзімде Дақиянус тозаққа кетіп, неше патшалар алмасып",chg_Arab,kaz_Cyrl
ﺍﻭﺮﻮﻗﻤﺯﻨﻰ,our generation,chg_Arab,eng_Latn
حيران,таңғалу,chg_Arab,kaz_Cyrl
دم,дем,chg_Arab,kaz_Cyrl
توردونکلار,тұрдыңдар,chg_Arab,kaz_Cyrl
اور,соғу,chg_Arab,kaz_Cyrl
ﻤﺘﻓﺮﻖ,"dispersion, spread",chg_Arab,eng_Latn
ﺍﻮﻴﻮﻠﻳﻜﻧﻰ,The house is on fire.,chg_Arab,eng_Latn
ﺒﻰ ﻣﺎﻨﻧﺩ,"ерекше, еш нәрсе тең келмейді",chg_Arab,kaz_Cyrl
پاليز,бақ,chg_Arab,kaz_Cyrl
قصبە,қалашық,chg_Arab,kaz_Cyrl
سنک ريزەليک,тасты,chg_Arab,kaz_Cyrl
ﺍﻮﻠﻮﻍ ﺘﺎﻍ,Ulytau,chg_Arab,eng_Latn
الار بو حالنى معلوم قيليب اتفاق بلە شهرلاريدين قاچيب,"Олар бұл жағдайды біліп, ауыз жаласып қалаларынан қашып",chg_Arab,kaz_Cyrl
ﺘﻮﺮﻣﺎﻗﻠﻳﻗﻴﻤﺩﺍ,in my stay,chg_Arab,eng_Latn
ﺍﻮﺭﻮﺵ,"ұрыс , соғыс",chg_Arab,kaz_Cyrl
ﺗﻳﺮﻴﮏ,alive,chg_Arab,eng_Latn
بلالار,children,chg_Arab,eng_Latn
شمالدين يانغان ملالار,The mullahs returned from the north.,chg_Arab,eng_Latn
تانک غجە اويقولاب قوفارسيزمو,"Will you sleep until dawn, then arise",chg_Arab,eng_Latn
ﻫﺟﺮﻯ,old year counting in the Muslim calendar,chg_Arab,eng_Latn
ﺍﻴﻨﺎﻗﻠﻴﻘﻧﻰ,инақтықты (Хиуа ханының жергілікті басқарушыға беретін атақ-лауазымы),chg_Arab,kaz_Cyrl
ﺍﻛﺎﻩ,ескерту,chg_Arab,kaz_Cyrl
بویننی,мойынын,chg_Arab,kaz_Cyrl
اوزلارى,himself,chg_Arab,eng_Latn
ﺴﻮﻴﻮﻧﻜﻼﺮﻴﻧﺪﻴﻥ,қуанғандарынан,chg_Arab,kaz_Cyrl
ايرکک تين,еркектен,chg_Arab,kaz_Cyrl
چونک,үлкен,chg_Arab,kaz_Cyrl
دور,-ды,chg_Arab,kaz_Cyrl
ﻜﻮﭽﻟﻰ,strong (has power),chg_Arab,eng_Latn
انداغ بولسە من توجە قيلاى,"«Олай болса, мен бет бұрайын (тәуежже қылайын)!»",chg_Arab,kaz_Cyrl
ﺗﺻﺮﻒ,"иелік, меншік",chg_Arab,kaz_Cyrl
ﺍﺷﻠﻳﻕ,астық,chg_Arab,kaz_Cyrl
توقسان,тоқсан,chg_Arab,kaz_Cyrl
ﻳﺮﺍﺸﻣﺎ ﻗﻠﻴﻗﺪﻴﻥ,"from peace, from friendship",chg_Arab,eng_Latn
فهملا,түсіну,chg_Arab,kaz_Cyrl
ﺑﻴﺸﻴﺴﻰ,бесеуі,chg_Arab,kaz_Cyrl
پارە,бөлік,chg_Arab,kaz_Cyrl
بلکە اوستخوانلارى بلە يوتار ايردى.,Бәлкім сүйектерімен бірге жұтар еді.,chg_Arab,kaz_Cyrl
مظلوم,әйел,chg_Arab,kaz_Cyrl
ﺍﻴﻜﻳﻥ ﺘﻜﻳﻦ,"crops, crops to be sown",chg_Arab,eng_Latn
طوفان سويى انينک تزيغە يتمادى.,The waters of the Flood did not reach his knees.,chg_Arab,eng_Latn
ﻛﻴﻨﻜﺎﺷﺘﻰ,"кеңесті, ақылдасты",chg_Arab,kaz_Cyrl
ﻨﺎﻥ,нан,chg_Arab,kaz_Cyrl
ﻳﺎﺗﻐﻪ,"to another person, to a stranger",chg_Arab,eng_Latn
من باليق ايماس من پادشاە دورمن,"Мен балық емеспін, патшамын",chg_Arab,kaz_Cyrl
ﺁﺘﻐﻭﭼﻰ,sniper,chg_Arab,eng_Latn
ﻴﻭﺮﺗﺎﻭﻟﻰ,шапқыншысы,chg_Arab,kaz_Cyrl
ايتّيمکە,айттым кі,chg_Arab,kaz_Cyrl
ﺴﻮﺗﻧﻰ,сүтті,chg_Arab,kaz_Cyrl
حضرت داوت بش ييل قومي نى دعوت قيليب قالدى,David persisted in calling his people to the faith for five years,chg_Arab,eng_Latn
ﺘﻮﺭﻏﺎﻗﻼﺮ,тұрушылар (күзетшілер),chg_Arab,kaz_Cyrl
ﺍﻳﻮﻜﺎ,үйге,chg_Arab,kaz_Cyrl
اولتور-,to cause death,chg_Arab,eng_Latn
ﺘﺨﺕ ﻜﺎﻫﻰ,"тақ тұратын сарай, орда",chg_Arab,kaz_Cyrl
ﻧﺻﺭﺍﺖ,жеңіс,chg_Arab,kaz_Cyrl
جن,genie,chg_Arab,eng_Latn
ملتق,rifle,chg_Arab,eng_Latn
ﻤﺸﻐﻭﻝ,"to engage, to engage in, to engage in",chg_Arab,eng_Latn
ﺍﻴﻛﺎﺳﻨﻪ,иесіне,chg_Arab,kaz_Cyrl
مختصرى بو دور کيم يونان ملکيدا افسوس شهريدا دقيانوس اتليغ ملک جبار بار ايرميش,"The long and short of it is, in the kingdom of Greece, in the city of Ephesus, there was a tyrannical king named Decius",chg_Arab,eng_Latn
حيلە,trick,chg_Arab,eng_Latn
قالين,қалың,chg_Arab,kaz_Cyrl
قسقە,short,chg_Arab,eng_Latn
ﺁﺗﻼﺮﻯ,аттары,chg_Arab,kaz_Cyrl
ﻳﻮﻜﻮﺮﺍ,fast,chg_Arab,eng_Latn
ﺴﺎﻟﺪﻮﺮﺩﻯ,poured,chg_Arab,eng_Latn
کوروش,to meet,chg_Arab,eng_Latn
کورسانکلار, If you see,chg_Arab,eng_Latn
ﺳﻠﻃﺎﻧﺪﻴﻦ,from the sultan,chg_Arab,eng_Latn
ﺗﺣﺮﻳﺭ,"баяндалу, айтылу",chg_Arab,kaz_Cyrl
جمال الدين اتنک نى جلال الدين قويدوق,Жамалуддин атыңызды Жалалуддин қойдық,chg_Arab,kaz_Cyrl
واقف,aware,chg_Arab,eng_Latn
ﺍﭼﻳﻖ ﻮ ﺴﭽﻮﻜﻧﻰ,bitter and sweet,chg_Arab,eng_Latn
ﺍﻭﻏﻠﻰ,"son, child",chg_Arab,eng_Latn
ﺘﺎﻧﮐﻼﻧﺪﻳﻼﺮ,"surprised, surprised",chg_Arab,eng_Latn
ﺍﻮﺷﺒﻮ,this,chg_Arab,eng_Latn
ﺴﺰﻮﺍﺮ,"talkative, talkative",chg_Arab,eng_Latn
ﻜﻳﻠﺗﻮﺮﻜﻴﻞ,әкел,chg_Arab,kaz_Cyrl
ﺗﻮﻏﻭﺸﻠﻰ,"brave, steadfast",chg_Arab,eng_Latn
درحال قینادی,Дереу қайнады,chg_Arab,kaz_Cyrl
ﻏﻟﺕ,error reading,chg_Arab,eng_Latn
ﺒﺮﻧﭼﻪ,a little,chg_Arab,eng_Latn
خوشمزه,дәмді,chg_Arab,kaz_Cyrl
ﻳﻗﺎﺴﻳﻧﺪﺍ,жағасынан,chg_Arab,kaz_Cyrl
چاپوشتي,"соғысты, шабысты",chg_Arab,kaz_Cyrl
ﮐﺘﻤﺎﻠﻴﻨﮏ,кетпе,chg_Arab,kaz_Cyrl
نوح,Нұх,chg_Arab,kaz_Cyrl
توقيف,arrest,chg_Arab,eng_Latn
ایرماس,емес,chg_Arab,kaz_Cyrl
او بو يردە ايماس بزاردەدور,"Ол бұл жерде емес, базарда",chg_Arab,kaz_Cyrl
درختي طوبى دین آلغان يغاچنى محکم قيلغل ديدى,"«Туба ағашынан алған ағашты мықты қылғын», – деді.",chg_Arab,kaz_Cyrl
ديماسا,демесе,chg_Arab,kaz_Cyrl
ﻴﺎﻳﻥ,садағын,chg_Arab,kaz_Cyrl
بى بى,Madam,chg_Arab,eng_Latn
مشهور,мәшһүр,chg_Arab,kaz_Cyrl
ﻨﺎﻤﻮﺴﻟﻰ,honorable,chg_Arab,eng_Latn
الت,Апару,chg_Arab,kaz_Cyrl
اول ايردى,ол еді,chg_Arab,kaz_Cyrl
سان,Есеп,chg_Arab,kaz_Cyrl
اولتورغوز-,отырғызу,chg_Arab,kaz_Cyrl
حضرت مولانانی جلاليت صفتی دە کوروب بی علاج لقدين عزت بيلان تخت دا قفوب توردى,"Хазіреті Мәуләнаны ұлылық сипатында көріп, шарасыздықтан ізетпен тақтан тұрды",chg_Arab,kaz_Cyrl
ﺴﻭﻠﺪﺍﻏﻰ,on the left,chg_Arab,eng_Latn
اصحاب کهف تنکرى تعالى امرى بلە اويغانميشلار,by God’s command the Companions of the Cave awoke,chg_Arab,eng_Latn
انکا حضرت مولانا ايدي لار اى کافر خوب سوردونک,"Оған Хазіреті Мәуләна айтты: «Ей, кәпір! Жақсы сұрадың»",chg_Arab,kaz_Cyrl
ﺍﻴﻟﻴﮑﮑﺎ,елуге,chg_Arab,kaz_Cyrl
مسند نشين لارنينک حد سانى يوق ايردى,Төрде отырғандардың санында шек жоқ еді,chg_Arab,kaz_Cyrl
اردويل,Ардебил,chg_Arab,kaz_Cyrl
ﻗﺮﺍ,common people (common man),chg_Arab,eng_Latn
التينجى,алтыншы,chg_Arab,kaz_Cyrl
سوزلاش,to discuss,chg_Arab,eng_Latn
شرقی,шығыс,chg_Arab,kaz_Cyrl
ير يوزي کينک تورور,The world is a big place,chg_Arab,eng_Latn
ﺘﺨﻣﻴﻧﻪ,"to the seed, to the offspring",chg_Arab,eng_Latn
بارچە,барша,chg_Arab,kaz_Cyrl
ﻜﻮﭽﻟﻰ,күшті (күші бар ),chg_Arab,kaz_Cyrl
ارواح طيبەلاردين قسى طرفکە رخصت بولادور ديب,"«Таза рухтардан қай тарапқа рұқсат болады екен», – деп",chg_Arab,kaz_Cyrl
کنبد,dome,chg_Arab,eng_Latn
ﺘﻭﺘﺮﻭﺐ,"ұстаттырып, ұстатқызып",chg_Arab,kaz_Cyrl
انينک,оның,chg_Arab,kaz_Cyrl
قطع,cutting,chg_Arab,eng_Latn
تیلارسنك,if you wish,chg_Arab,eng_Latn
ﺒﺮﺳﻦ,біреуін,chg_Arab,kaz_Cyrl
اوغول,son,chg_Arab,eng_Latn
کاي سن,-гейсің,chg_Arab,kaz_Cyrl
اونا-,assent,chg_Arab,eng_Latn
قابض,жинаушы,chg_Arab,kaz_Cyrl
کاتب,хатшы,chg_Arab,kaz_Cyrl
ﻤﺴﮐﻴﻥ,beggar,chg_Arab,eng_Latn
ﻗﺎﻧﻴﻧﮏ,"your revenge, your revenge",chg_Arab,eng_Latn
ﺧﺫﻤﺘﻳﻧﻜﺰﻏﻪ,under your arm,chg_Arab,eng_Latn
ﺴﺎﻠﺴﺎﻻﺮ,whether it pours or not,chg_Arab,eng_Latn
حى على الصلاح,Намазға асық,chg_Arab,kaz_Cyrl
... غە اوت ياق-,...-қа от қою,chg_Arab,kaz_Cyrl
ﻳﻮﺭﺗﻼﺭﻯ,"мекендейтін, тұратын жерлері",chg_Arab,kaz_Cyrl
براکوە,Bara Kuh,chg_Arab,eng_Latn
بدافعال,bad in actions,chg_Arab,eng_Latn
ﺍﻮﻗﻼﻏﺎﻦ,slept,chg_Arab,eng_Latn
اير و مظلوم,man and woman,chg_Arab,eng_Latn
ﮐﻭﺮﻧﻭﺷﮐﺎ,to meet,chg_Arab,eng_Latn
کوروش,көрісу,chg_Arab,kaz_Cyrl
ﺑﺯﻨﻳﻨﮏ,біз дің,chg_Arab,kaz_Cyrl
يکشنبە واقعەسی,The Sunday Incident,chg_Arab,eng_Latn
عليهم و السلام,ғалейһим уәс-сәлем,chg_Arab,kaz_Cyrl
ﺗﻮﺯﺍﺘﻴﺐ,restore,chg_Arab,eng_Latn
ﺗﻴﻜﻮﺮ,"finish, finish",chg_Arab,eng_Latn
جبرائيل,Жәбірейіл,chg_Arab,kaz_Cyrl
ﻨﺷﺎﻧﻪﺴﻰ,sign,chg_Arab,eng_Latn
ﺑﻴﻠﻜﻳﻞ,"біл, таны",chg_Arab,kaz_Cyrl
قونک,bottom,chg_Arab,eng_Latn
ﺳﻴﻐﻤﺎﺪﻴﻼﺮ,сыймады,chg_Arab,kaz_Cyrl
يالغان,lie,chg_Arab,eng_Latn
خوش,Жағымды,chg_Arab,kaz_Cyrl
ﻛﻴﭼﻪ,түн,chg_Arab,kaz_Cyrl
ﺍﻭﺮﻭﺷﺎﻠﻰ,let's fight,chg_Arab,eng_Latn
ﺘﻨﻴﻨﻳﻧﮏ,денесінің,chg_Arab,kaz_Cyrl
آت-,ату,chg_Arab,kaz_Cyrl
ﺮﻮﺍﻥ,анық сөйлеу,chg_Arab,kaz_Cyrl
ﻴﺎﺘﻤﺎﺪﻯ,жатпады,chg_Arab,kaz_Cyrl
ﺗﻮﻏﻭﺐ,born,chg_Arab,eng_Latn
ﭼﻴﻗﻐﺎﻯ,let it come out,chg_Arab,eng_Latn
اوييميز,үйіміз,chg_Arab,kaz_Cyrl
غرە,spot,chg_Arab,eng_Latn
ﺍﻭﺮﻮﻏﻳﻦ,offspring,chg_Arab,eng_Latn
ﺒﻮﻻﻏﻴﻧﺩﺍ,бұлағында,chg_Arab,kaz_Cyrl
منگا,to me,chg_Arab,eng_Latn
فرشتە,angels,chg_Arab,eng_Latn
ايت-,ету,chg_Arab,kaz_Cyrl
ﺒﻴﻧﮏ,thousand,chg_Arab,eng_Latn
خط,letter,chg_Arab,eng_Latn
ﻧﺎﻣﻮﺴﺴﻴﺯ,dishonest,chg_Arab,eng_Latn
يوق تيسام يالغان بولغاى,"Жоқ десем, жалған болар",chg_Arab,kaz_Cyrl
قاتيشيچە,meeting,chg_Arab,eng_Latn
ﻤﺘﻭﺠﻪ,"to take direction, to take direction",chg_Arab,eng_Latn
خارزمی,хорезмдік,chg_Arab,kaz_Cyrl
شول يردە اولتورادورغان قيز,Осы жерде отыратын қыз.,chg_Arab,kaz_Cyrl
آو,аң аулау,chg_Arab,kaz_Cyrl
کدخدا,Әке,chg_Arab,kaz_Cyrl
پادشاه نينک الدى غە باردى لار,They went before the king,chg_Arab,eng_Latn
اخوندوم,ахуным,chg_Arab,kaz_Cyrl
قال-,қалу,chg_Arab,kaz_Cyrl
فتمن,a unit of weight,chg_Arab,eng_Latn
بيزدين,бізден,chg_Arab,kaz_Cyrl
ﺍﻮﻘﻮﻨﺪﻮﻢ,I understand.,chg_Arab,eng_Latn
ﻗﺎﻠﻴﻧﮐﻠﻴﻖ,айттырылған қыз,chg_Arab,kaz_Cyrl
سزنيک بو همتينکز بيلان خذمتيکزغە صد افرين دورسيز,Сіздің бұл химетіңіз бен қызметіңізге жүз бәрекелді (африн),chg_Arab,kaz_Cyrl
ﻴﺎﺷﻭﻨﻭﺭﻏﻪ,"to hide, to hide",chg_Arab,eng_Latn
کوچادە ايماس ميز,We are not in Kucha.,chg_Arab,eng_Latn
ﺍﻴﺷﻴﻜﺪﺍ,қоластында,chg_Arab,kaz_Cyrl
ﻓﺭﻤﺎﻦ,to obey,chg_Arab,eng_Latn
ﺁﻴﺎﻧﻤﺎﻳﻦ,аянбаймын,chg_Arab,kaz_Cyrl
اولتورادور,отыр,chg_Arab,kaz_Cyrl
اوزلارى,herself,chg_Arab,eng_Latn
اول شهر تاغ الديدە بولور,Ол қала таудың алдында болады.,chg_Arab,kaz_Cyrl
رفيق,comrade,chg_Arab,eng_Latn
کرسى زرين,Алтын тақ,chg_Arab,kaz_Cyrl
شورپا گوشت و توزدور,сорпа – ет пен тұз,chg_Arab,kaz_Cyrl
ﺘﻭﻳﺎﻩﻻﺭﻤﻴﺯ,our camels,chg_Arab,eng_Latn
اول تاغ لاردە بر قلعە بار ايردى,Ол тауларда бір қамал бар еді,chg_Arab,kaz_Cyrl
فيش,пісу,chg_Arab,kaz_Cyrl
ﻜﻭﭽﻳﻦ,әйелін,chg_Arab,kaz_Cyrl
اولتور,sit,chg_Arab,eng_Latn
قيز بلا,қыз бала,chg_Arab,kaz_Cyrl
ﺁﭽﻴﻐﻼﻧﻳﺏ,ашуланып,chg_Arab,kaz_Cyrl
شجرە,тегі,chg_Arab,kaz_Cyrl
ﺒﺰﺪﻴﻦ,us and,chg_Arab,eng_Latn
ﻗﻮﺒﻮﺏ,stand up,chg_Arab,eng_Latn
ماما,кемпір,chg_Arab,kaz_Cyrl
ﮐﻣﻭﺭ,coal,chg_Arab,eng_Latn
يى,қолдану,chg_Arab,kaz_Cyrl
توغلوق تمورخان خواب آلودە يتار ايردى,Tughluq Temür Khan had been lying down asleep,chg_Arab,eng_Latn
ﺍﻩ,аһ (одағай),chg_Arab,kaz_Cyrl
ﺒﺭﻜﺘﻴﺐ,tied up,chg_Arab,eng_Latn
ﺁﻧﭼﻪ,"бойынша (-ша,-ше )",chg_Arab,kaz_Cyrl
فارسی,Парсы,chg_Arab,kaz_Cyrl
بلالارغە اش برادور,He gives children rice,chg_Arab,eng_Latn
ﻗﻮﻳﺎﻗﻠﻰ,құйақты,chg_Arab,kaz_Cyrl
اویدوم,I am tired (of my work).,chg_Arab,eng_Latn
برمابدورلار,бермепті,chg_Arab,kaz_Cyrl
ﮬﻨﺭﻠﻴﮏ,"өн ер лі, шеб ер",chg_Arab,kaz_Cyrl
قوش هم کورماس ايردى.,Not even the birds could see her.,chg_Arab,eng_Latn
اونونجى,оныншы,chg_Arab,kaz_Cyrl
تومشوغ,кіші шың,chg_Arab,kaz_Cyrl
ﺍﻻﻤﺎﻧﻨﻴﻧﮏ,warrior,chg_Arab,eng_Latn
ساچلاريم اق بولدى اما کونکلوم قرى بولمادى,"My hair turned white, but my heart did not grow old.",chg_Arab,eng_Latn
تخت,throne,chg_Arab,eng_Latn
توجە,Тәуежже (бет бұру),chg_Arab,kaz_Cyrl
ﺼﺤﺭﺍ,жазық дала (ﺼﺤﺭﺍﻏﺎ),chg_Arab,kaz_Cyrl
ﭽﺎﻗﻳﺭﺍ,"шақыра, шақыртып",chg_Arab,kaz_Cyrl
ﺍﻮﺿﺎﻏﻰ,"бұрынғы кезде , бұрындары",chg_Arab,kaz_Cyrl
قطبيت مرتبەسى حاصل بولدى,You have achieved the station of being a pole,chg_Arab,eng_Latn
قوزى,lamb,chg_Arab,eng_Latn
منادي کر,Жаршы,chg_Arab,kaz_Cyrl
شمالدين يانغان ملالار,Солтүстіктен оралған молдалар.,chg_Arab,kaz_Cyrl
انکا عاشيق بولدى.,She fell in love with him.,chg_Arab,eng_Latn
ﻗﺪﻴﻤﺪﺍ,бұрында,chg_Arab,kaz_Cyrl
مکتوب,written,chg_Arab,eng_Latn
قتل,murder,chg_Arab,eng_Latn
ﻗﺑﺎﻟﻧﻰ,locked,chg_Arab,eng_Latn
ﻣﺭﺍﺪﻴﻣﺯ ﻭ ﻤﻗﺼﻮﺪﻴﻣﺯ,"мұрат- мақсатымыз , арман-тілегіміз",chg_Arab,kaz_Cyrl
ﺍﻴﺭﻜﺎﻨﻣﻨﻰ,екенімді,chg_Arab,kaz_Cyrl
اويدين چيقسام اون تورت ميلطيق ليق تونکانلار مني باغلاب تغارغە قويدى لار,"Үйден шықсам, он төрт мылтықты дүнгендер мені байлап, қапқа салды.",chg_Arab,kaz_Cyrl
کورماسمن,көрмеймін,chg_Arab,kaz_Cyrl
اول فقير هر سوز کی اوز حاليدين ايتور عجب کورونور,ол пақыр өз жайынан айтқан әр сөз таңғаларлық көрінеді,chg_Arab,kaz_Cyrl
ﻴﻮﻜﻮﺭﻮﮎ,жүйрік,chg_Arab,kaz_Cyrl
ﺍﺘﺴﻳﺯ,атсыз,chg_Arab,kaz_Cyrl
ﺍﻭﺰﻛﺎ,өзіне,chg_Arab,kaz_Cyrl
ﺴﻮ,river,chg_Arab,eng_Latn
ﻮﻓﺎ,"goodness, kindness",chg_Arab,eng_Latn
ﻗﺎﭽﻮﺐ,escape,chg_Arab,eng_Latn
ﺍﭽﻴﻗﻼﻨﻴﺏ,angrily,chg_Arab,eng_Latn
اوزکا,өзге,chg_Arab,kaz_Cyrl
ابريق,ewer,chg_Arab,eng_Latn
چن لونك ديكان خان,"""Цяньлун"" деген хан",chg_Arab,kaz_Cyrl
نمايان,көрінетін,chg_Arab,kaz_Cyrl
ﻔﺮﻴﻀﻪ,діни рәсімдерді орындау ,chg_Arab,kaz_Cyrl
ﻴﻗﻳﻟﺴﻮﻨﻼﺭ,"let's gather, let's gather",chg_Arab,eng_Latn
ﺘﺨﺕ ﻜﺎﻫﻰ,"palace, fortress",chg_Arab,eng_Latn
مراتبه,рет,chg_Arab,kaz_Cyrl
واليت,уәлаят,chg_Arab,kaz_Cyrl
ﻳﻗﻴﺐ,"to fall, topple",chg_Arab,eng_Latn
